Reaction,Tinit_NHBE_H,Tinit_293T_H,Tinit_A549_H,Tinit_CALU_H,Tinit_Lung_H,Tinit_NHBE_I,Tinit_293T_I,Tinit_A549_I,Tinit_CALU_I,Tinit_Lung_I
HMR_2543,1,1,1,1,1,1,1,1,1,1
HMR_2546,1,1,1,1,1,1,1,1,1,0
HMR_2548,1,1,1,1,1,1,1,1,1,0
HMR_2551,1,1,1,1,1,1,1,1,1,1
HMR_2556,0,0,1,1,0,0,0,1,1,1
HMR_2557,0,0,0,0,1,0,0,1,1,1
HMR_2560,0,0,0,0,1,0,0,1,0,1
HMR_2561,0,0,1,0,1,0,0,1,0,1
HMR_2562,0,0,1,0,1,0,0,1,0,1
HMR_2563,0,0,1,0,1,0,0,1,0,1
HMR_2564,1,1,1,1,1,1,1,1,1,1
HMR_2566,0,0,0,0,1,0,0,1,1,1
HMR_2570,0,0,1,0,1,0,0,1,1,1
HMR_2571,0,0,1,0,1,0,0,1,0,1
HMR_2572,0,0,1,0,1,0,0,1,0,1
HMR_2573,0,0,1,0,1,0,0,1,0,1
HMR_2574,0,0,1,0,1,0,0,1,0,1
HMR_2575,0,0,1,0,1,0,0,1,1,1
HMR_2576,0,0,1,0,1,0,0,1,1,1
HMR_2577,0,0,1,0,1,0,0,1,0,1
HMR_2578,0,0,1,0,1,0,0,1,0,1
HMR_2579,0,0,1,0,1,0,0,1,0,1
HMR_2580,0,0,1,0,1,0,0,1,0,1
HMR_2581,1,1,1,1,1,1,1,1,1,1
HMR_2582,1,1,1,1,1,1,1,1,1,1
HMR_2583,1,1,1,1,1,1,1,1,1,1
HMR_2584,1,1,1,1,1,1,1,1,1,1
HMR_2585,0,0,0,0,1,0,0,1,1,1
HMR_2591,0,0,0,0,0,0,0,0,1,0
HMR_2592,0,0,1,0,0,0,0,0,0,0
HMR_2593,0,0,1,0,0,0,0,0,0,0
HMR_2594,0,0,0,0,0,0,0,0,1,0
HMR_2596,0,0,0,1,0,0,0,0,0,0
HMR_2599,1,1,1,1,1,1,1,1,1,1
HMR_2600,0,0,0,1,0,0,0,0,0,0
HMR_2601,0,0,0,1,0,0,0,0,0,0
HMR_2602,0,0,1,0,0,0,0,0,1,0
HMR_2603,0,0,1,1,0,0,0,0,0,0
HMR_2604,0,0,1,0,0,0,0,0,0,0
HMR_2605,1,1,1,1,1,1,1,1,1,1
HMR_2606,1,1,1,1,1,1,1,1,1,1
HMR_2607,1,1,1,1,1,1,1,1,1,1
HMR_2608,0,0,0,0,0,0,0,0,1,0
HMR_2609,0,0,0,1,0,0,0,0,0,0
HMR_2611,1,1,1,1,1,1,1,1,1,1
HMR_2612,1,0,1,1,1,1,0,1,1,1
HMR_2613,1,1,1,1,1,1,1,1,1,1
HMR_2614,1,1,1,1,1,1,1,1,1,1
HMR_2616,1,1,1,1,1,1,1,1,1,1
HMR_2618,1,1,1,1,1,1,1,1,1,1
HMR_2620,1,1,1,1,1,1,1,1,1,1
HMR_2621,1,1,1,1,1,1,1,1,1,1
HMR_2622,1,1,1,1,1,1,1,1,1,1
HMR_2623,1,1,1,1,1,1,1,1,1,1
HMR_2624,1,0,1,1,1,0,1,1,1,1
HMR_2625,1,1,1,1,1,1,1,1,1,1
HMR_2626,0,0,0,0,0,0,0,0,1,0
HMR_2629,0,0,0,1,0,0,0,0,0,0
HMR_2633,1,1,1,1,1,1,1,1,1,1
HMR_2634,1,0,1,1,1,0,1,1,1,0
HMR_2635,1,0,0,0,1,1,0,0,0,1
HMR_2636,0,0,0,0,0,0,0,0,1,0
HMR_2638,0,0,0,1,0,0,0,0,0,0
HMR_2642,1,0,0,0,0,0,0,0,1,0
HMR_2644,1,0,0,1,0,0,0,0,0,0
HMR_2646,1,0,0,0,0,0,0,0,0,0
HMR_2648,1,1,1,1,1,1,1,1,1,1
HMR_2649,1,1,1,1,1,1,1,1,1,1
HMR_2650,1,1,1,1,1,1,1,1,1,1
HMR_2651,1,1,1,1,1,1,1,1,1,1
HMR_2652,1,1,1,1,1,1,1,1,1,1
HMR_2653,1,1,1,1,1,1,1,1,1,1
HMR_2654,1,0,1,0,0,0,0,0,1,0
HMR_2655,0,0,0,1,0,0,0,0,0,0
HMR_2657,1,1,1,1,1,1,1,1,1,1
HMR_2658,0,0,1,1,1,0,0,1,1,0
HMR_2659,1,1,1,1,1,1,0,1,1,1
HMR_2660,0,0,0,0,0,0,0,0,1,0
HMR_2661,0,0,0,1,0,0,0,0,0,0
HMR_2663,0,0,0,0,0,0,0,0,1,0
HMR_2664,0,0,0,1,0,0,0,0,0,0
HMR_2666,0,0,1,0,0,0,1,1,1,0
HMR_2667,0,0,1,1,1,0,0,1,1,0
HMR_2668,1,1,1,1,1,1,0,1,1,0
HMR_2669,0,0,1,1,0,0,0,1,1,0
HMR_2670,0,0,1,1,0,0,0,1,1,0
HMR_2671,0,0,1,1,0,0,0,1,1,0
HMR_2672,0,1,1,0,0,0,1,1,1,0
HMR_2673,1,1,1,1,1,1,0,1,1,0
HMR_2674,1,1,1,1,1,1,1,1,1,0
HMR_2675,0,0,1,0,0,0,0,0,1,0
HMR_2676,0,0,1,1,0,0,0,0,0,0
HMR_2677,0,0,1,0,0,0,0,0,0,0
HMR_2678,1,0,1,0,0,0,0,0,1,1
HMR_2679,1,0,1,1,0,0,0,0,0,0
HMR_2680,1,0,1,0,0,0,0,0,0,1
HMR_2681,1,1,1,1,1,1,1,1,1,1
HMR_2682,1,1,1,1,1,1,1,1,1,1
HMR_2683,1,1,1,1,1,1,1,1,1,1
HMR_2684,0,0,1,0,0,0,0,0,1,0
HMR_2685,0,0,1,1,0,0,0,0,0,0
HMR_2686,0,0,1,0,0,0,0,0,0,0
HMR_2687,0,0,1,1,0,0,0,1,1,0
HMR_2688,0,0,1,1,0,0,0,1,1,0
HMR_2689,0,0,1,1,0,0,0,1,1,0
HMR_2690,0,0,1,1,1,0,0,1,1,0
HMR_2691,0,0,1,1,1,0,0,1,1,0
HMR_2692,0,0,1,1,1,0,0,1,1,0
HMR_2693,1,1,1,1,1,1,1,1,1,1
HMR_2695,1,1,1,1,1,1,1,1,1,1
HMR_2697,1,1,1,1,1,1,1,1,1,1
HMR_2699,0,1,1,1,1,1,1,1,1,0
HMR_2700,0,1,1,1,1,1,1,1,1,0
HMR_2701,0,1,1,1,1,1,1,1,1,0
HMR_2702,0,1,1,1,1,1,1,1,1,0
HMR_2703,0,1,1,1,1,1,1,1,1,0
HMR_2704,0,1,1,1,1,1,1,1,1,0
HMR_2705,0,1,1,1,1,0,1,1,1,0
HMR_2706,0,1,1,1,1,0,1,1,1,0
HMR_2707,0,1,1,1,1,0,1,1,1,0
HMR_2708,1,1,1,1,1,1,1,1,1,1
HMR_2709,1,1,1,1,1,1,1,1,1,1
HMR_2710,1,1,1,1,1,1,1,1,1,1
HMR_2711,1,0,1,1,1,1,0,1,1,0
HMR_2712,1,0,1,1,1,1,0,1,1,0
HMR_2713,1,0,1,1,1,1,0,1,1,0
HMR_2714,1,1,1,1,1,1,1,1,1,1
HMR_2715,1,0,1,1,1,1,0,1,1,0
HMR_2716,1,1,1,1,1,1,1,1,1,1
HMR_2717,1,1,1,1,0,1,1,1,1,0
HMR_2718,1,0,1,1,0,1,0,1,1,0
HMR_2719,1,1,1,1,0,1,1,1,1,0
HMR_2720,0,0,1,0,0,0,0,0,1,0
HMR_2722,0,0,1,1,0,0,0,0,0,0
HMR_2724,0,0,1,0,0,0,0,0,0,0
HMR_2726,0,0,1,1,0,0,0,1,1,0
HMR_2727,0,0,1,1,0,0,0,1,1,0
HMR_2729,0,0,1,1,0,0,0,1,1,0
HMR_2730,1,1,1,1,1,1,1,1,1,1
HMR_2731,0,0,1,1,1,0,0,0,1,0
HMR_2732,1,1,1,1,1,1,1,1,1,1
HMR_2733,0,0,1,1,1,0,0,1,1,0
HMR_2734,0,0,1,1,1,0,0,1,1,0
HMR_2735,0,0,1,1,1,0,0,1,1,0
HMR_2736,1,1,1,1,1,1,1,1,1,1
HMR_2737,1,1,1,1,1,1,1,1,1,1
HMR_2738,1,1,1,1,1,1,1,1,1,1
HMR_2739,0,0,1,1,1,0,0,1,1,0
HMR_2740,0,0,1,1,1,0,0,1,1,0
HMR_2741,0,0,1,1,1,0,0,1,1,0
HMR_2742,0,1,1,0,0,0,1,1,1,0
HMR_2744,1,0,1,1,1,1,0,1,1,0
HMR_2745,1,1,1,1,1,1,1,1,1,1
HMR_2746,0,0,1,1,1,0,0,0,1,1
HMR_2748,0,0,1,1,1,0,0,0,1,0
HMR_2750,0,0,1,1,1,0,0,0,1,1
HMR_2752,1,1,0,0,0,1,1,1,1,0
HMR_2753,1,0,0,1,0,1,1,1,0,0
HMR_2754,1,1,0,0,0,1,1,1,0,0
HMR_2755,0,0,1,0,0,0,0,0,1,0
HMR_2757,0,0,1,1,0,0,0,0,0,0
HMR_2758,0,0,1,0,0,0,0,0,0,0
HMR_2759,1,1,1,1,0,1,1,1,1,0
HMR_2760,1,1,1,1,0,1,0,1,1,0
HMR_2761,1,1,1,1,0,1,1,1,1,0
HMR_2762,1,1,1,1,1,0,1,1,1,1
HMR_2764,1,0,1,1,1,1,0,1,1,0
HMR_2766,1,1,1,1,1,1,1,1,1,1
HMR_2768,0,0,1,1,1,0,0,1,1,0
HMR_2769,0,0,1,1,1,0,0,1,1,0
HMR_2770,0,0,1,1,1,0,0,1,1,0
HMR_2771,1,1,1,1,1,1,1,1,1,1
HMR_2772,1,1,1,1,1,1,1,1,1,1
HMR_2773,1,1,1,1,1,1,1,1,1,1
HMR_2774,1,1,1,1,1,1,1,1,1,1
HMR_2775,1,1,1,1,1,1,1,1,1,1
HMR_2776,1,1,1,1,1,1,1,1,1,1
HMR_2783,1,1,1,1,1,1,1,1,1,1
HMR_2785,1,1,1,1,1,1,1,1,1,1
HMR_2800,0,0,1,0,0,0,0,0,0,0
HMR_2817,1,0,1,0,0,0,0,0,0,0
HMR_2819,1,0,1,0,0,0,0,0,0,0
HMR_2861,1,0,1,0,0,0,0,0,0,0
HMR_2862,1,0,1,0,0,0,0,0,0,0
HMR_2877,0,0,0,0,0,0,0,0,1,0
HMR_2898,1,0,1,0,0,1,0,0,0,0
HMR_2899,1,0,1,0,0,1,0,0,0,0
HMR_2906,0,0,0,0,0,0,0,0,1,0
HMR_2909,0,0,0,0,0,0,0,0,1,0
HMR_2912,0,0,0,0,0,0,0,0,1,0
HMR_2915,0,0,0,0,0,0,0,0,1,0
HMR_2918,0,0,0,0,0,0,0,0,1,0
HMR_2921,0,0,0,0,0,0,0,0,1,0
HMR_2924,0,0,0,0,0,0,0,0,1,0
HMR_2927,0,0,0,0,0,0,0,0,1,0
HMR_2930,0,0,0,0,0,0,0,0,1,0
HMR_2942,1,1,1,1,1,1,1,1,1,1
HMR_2943,1,1,1,1,1,1,1,1,1,1
HMR_2944,1,1,1,1,1,1,1,1,1,1
HMR_2945,1,1,1,1,1,1,1,1,1,1
HMR_2946,1,1,1,1,1,1,1,1,1,1
HMR_2947,1,1,1,1,1,1,1,1,1,1
HMR_2948,1,1,1,1,1,1,1,1,1,1
HMR_2949,1,1,1,1,1,1,1,1,1,1
HMR_2951,1,1,1,1,1,1,1,1,1,1
HMR_2952,1,1,1,1,1,1,1,1,1,1
HMR_2954,1,1,1,1,1,1,1,1,1,1
HMR_2955,1,1,1,1,1,1,1,1,1,1
HMR_2956,1,1,1,1,1,1,1,1,1,1
HMR_2957,1,1,1,1,1,1,1,1,1,1
HMR_2959,1,1,1,1,1,1,1,1,1,1
HMR_2961,1,1,1,1,1,1,1,1,1,1
HMR_2962,1,1,1,1,1,1,1,1,1,1
HMR_2963,1,1,1,1,1,1,1,1,1,1
HMR_2964,1,1,1,1,1,1,1,1,1,1
HMR_2965,1,1,1,1,1,1,1,1,1,1
HMR_2966,1,1,1,1,1,1,1,1,1,1
HMR_2967,1,1,1,1,1,1,1,1,1,1
HMR_2968,1,1,1,1,1,1,1,1,1,1
HMR_2969,1,1,1,1,1,1,1,1,1,1
HMR_2970,1,1,1,1,1,1,1,1,1,1
HMR_2971,1,1,1,1,1,1,1,1,1,1
HMR_2972,1,1,1,1,1,1,1,1,1,1
HMR_2973,1,1,1,1,1,1,1,1,1,1
HMR_2974,1,1,1,1,1,1,1,1,1,1
HMR_2975,1,1,1,1,1,1,1,1,1,1
HMR_2976,1,1,1,1,1,1,1,1,1,1
HMR_2977,1,1,1,1,1,1,1,1,1,1
HMR_2978,1,1,1,1,1,1,1,1,1,1
HMR_2979,1,1,1,1,1,1,1,1,1,1
HMR_2980,1,1,1,1,1,1,1,1,1,1
HMR_2981,1,1,1,1,1,1,1,1,1,1
HMR_2982,1,1,1,1,1,1,1,1,1,1
HMR_2983,1,1,1,1,1,1,1,1,1,1
HMR_2984,1,1,1,1,1,1,1,1,1,1
HMR_2985,1,1,1,1,1,1,1,1,1,1
HMR_2986,1,1,1,1,1,1,1,1,1,1
HMR_2987,1,1,1,1,1,1,1,1,1,1
HMR_2988,1,1,1,1,1,1,1,1,1,1
HMR_2989,1,1,1,1,1,1,1,1,1,1
HMR_2990,1,1,1,1,1,1,1,1,1,1
HMR_2991,1,1,1,1,1,1,1,1,1,1
HMR_2992,1,1,1,1,1,1,1,1,1,1
HMR_2994,1,1,1,1,1,1,1,1,1,1
HMR_2996,1,1,1,1,1,1,1,1,1,1
HMR_2998,1,1,1,1,1,1,1,1,1,1
HMR_2999,1,1,1,1,1,1,1,1,1,1
HMR_3000,1,1,1,1,1,1,1,1,1,1
HMR_3001,1,1,1,1,1,1,1,1,1,1
HMR_3002,1,1,1,1,1,1,1,1,1,1
HMR_3003,1,1,1,1,1,1,1,1,1,1
HMR_3007,1,1,0,0,0,1,1,0,1,0
HMR_3008,1,1,1,1,1,1,1,1,1,1
HMR_3011,1,1,1,1,1,1,1,1,1,1
HMR_3013,1,1,1,1,1,1,1,1,1,1
HMR_3014,1,1,1,1,1,1,1,1,1,1
HMR_3015,1,1,1,1,1,1,1,1,1,1
HMR_3017,1,1,1,1,1,1,1,1,1,1
HMR_3018,1,1,1,1,1,1,1,1,1,1
HMR_3019,0,1,1,0,0,0,1,0,1,1
HMR_3020,0,0,1,0,0,0,0,0,0,0
HMR_3021,1,1,1,1,1,1,1,1,1,1
HMR_3022,1,1,1,1,1,1,1,1,1,1
HMR_3023,1,1,1,1,1,1,1,1,1,1
HMR_3028,0,0,0,0,0,0,0,0,1,0
HMR_3029,0,0,1,0,0,0,0,0,0,0
HMR_3030,0,0,1,0,0,0,0,0,0,0
HMR_3032,0,0,0,0,0,0,0,0,1,0
HMR_3033,0,0,0,1,0,0,0,0,0,0
HMR_3035,0,0,0,1,0,0,0,0,0,0
HMR_3053,1,1,1,1,1,1,1,1,1,1
HMR_3056,1,1,1,1,1,1,1,1,1,1
HMR_3057,1,0,0,0,0,1,0,0,0,0
HMR_3062,1,0,0,0,0,1,0,0,0,0
HMR_3070,1,0,0,0,0,1,0,0,0,0
HMR_3074,1,0,0,0,0,1,0,0,0,0
HMR_3078,1,0,0,0,0,1,0,0,0,0
HMR_3094,1,0,0,0,0,1,0,0,0,0
HMR_3105,1,1,1,1,0,1,1,1,1,0
HMR_3106,1,1,0,1,1,1,1,1,1,1
HMR_3107,0,1,1,1,1,1,1,1,1,0
HMR_3108,0,1,1,1,1,1,1,1,1,0
HMR_3109,0,1,1,1,1,1,1,1,1,0
HMR_3110,0,1,1,1,1,1,1,1,1,0
HMR_3111,1,1,1,1,1,1,1,1,1,1
HMR_3112,0,0,0,1,0,0,0,0,0,0
HMR_3113,0,0,0,1,0,0,0,0,0,0
HMR_3114,0,0,0,1,0,0,0,0,0,0
HMR_3115,1,1,1,1,1,1,1,1,1,1
HMR_3116,0,0,0,1,0,0,0,0,0,0
HMR_3117,0,0,0,1,0,0,0,0,0,0
HMR_3118,0,0,0,1,0,0,0,0,0,0
HMR_3121,1,1,1,1,1,1,1,1,1,1
HMR_3122,0,0,0,1,0,0,0,0,0,0
HMR_3123,0,0,0,1,0,0,0,0,0,0
HMR_3125,0,0,0,1,0,0,0,0,0,0
HMR_3128,1,1,1,1,1,1,1,1,1,1
HMR_3130,0,1,1,1,0,1,1,1,1,0
HMR_3132,0,1,1,1,0,0,0,1,1,0
HMR_3135,1,1,1,1,1,1,1,1,1,1
HMR_3137,0,1,1,1,0,1,1,1,1,0
HMR_3139,0,1,1,1,0,1,1,1,1,0
HMR_3142,1,1,0,1,0,1,1,1,0,0
HMR_3144,0,1,1,1,0,1,1,1,1,0
HMR_3146,0,1,1,1,0,0,0,1,1,0
HMR_3149,1,1,0,1,0,1,1,1,0,0
HMR_3150,0,0,0,1,0,0,0,0,0,0
HMR_3151,0,0,0,1,0,0,0,0,0,0
HMR_3153,0,0,0,1,0,0,0,0,0,0
HMR_3157,0,0,0,1,0,0,0,0,0,0
HMR_3158,0,0,0,1,0,0,0,0,0,0
HMR_3160,0,0,0,1,0,0,0,0,0,0
HMR_3163,0,1,0,1,0,0,1,0,0,0
HMR_3170,0,1,1,1,1,1,1,1,1,0
HMR_3171,0,1,1,1,1,1,1,1,1,0
HMR_3172,0,1,1,1,1,1,1,1,1,0
HMR_3173,0,1,1,1,1,1,1,1,1,0
HMR_3174,0,1,1,1,1,1,1,1,1,0
HMR_3175,0,1,1,1,1,1,1,1,1,0
HMR_3176,0,1,1,1,1,1,1,1,1,0
HMR_3177,0,1,1,1,1,1,1,1,1,0
HMR_3178,1,1,1,1,1,1,1,1,1,0
HMR_3179,0,0,0,1,0,0,0,0,0,0
HMR_3180,0,0,0,1,0,0,0,0,0,0
HMR_3181,0,0,0,1,0,0,0,0,0,0
HMR_3182,1,1,1,1,1,1,1,1,1,1
HMR_3183,0,0,0,1,1,0,0,0,0,0
HMR_3184,0,0,0,1,1,0,0,0,0,0
HMR_3185,0,0,0,1,1,0,0,0,0,0
HMR_3186,1,1,1,1,1,1,1,1,1,1
HMR_3187,1,1,1,1,1,1,1,1,1,1
HMR_3188,1,1,1,1,1,1,1,1,1,1
HMR_3189,1,1,1,1,1,1,1,1,1,1
HMR_3190,1,1,1,1,1,1,1,1,1,1
HMR_3191,1,1,1,1,1,1,1,1,1,1
HMR_3192,1,1,1,1,1,1,1,1,1,1
HMR_3193,1,1,1,1,1,1,1,1,1,1
HMR_3194,1,1,1,1,1,1,1,1,1,1
HMR_3195,1,1,1,1,1,1,1,1,1,1
HMR_3196,1,1,1,1,1,1,1,1,1,1
HMR_3197,1,1,1,1,1,1,1,1,1,1
HMR_3198,1,1,1,1,1,1,1,1,1,1
HMR_3199,1,1,1,1,1,1,1,1,1,1
HMR_3200,1,1,1,1,1,1,1,1,1,1
HMR_3201,1,1,1,1,1,1,1,1,1,1
HMR_3202,1,1,1,1,1,1,1,1,1,1
HMR_3203,1,1,1,1,1,1,1,1,1,1
HMR_3204,1,1,1,1,1,1,1,1,1,1
HMR_3205,1,1,1,1,1,1,1,1,1,1
HMR_3208,0,1,0,0,0,0,1,0,0,0
HMR_3211,1,1,0,0,0,1,1,1,0,0
HMR_3212,1,1,1,1,1,1,1,1,1,1
HMR_3213,0,1,0,0,0,0,1,0,0,0
HMR_3215,0,1,0,0,0,0,1,0,0,0
HMR_3218,0,1,1,1,1,0,1,1,1,0
HMR_3219,0,1,1,1,1,0,1,1,1,0
HMR_3220,0,1,1,1,1,0,1,1,1,0
HMR_3221,0,1,1,1,1,0,1,1,1,0
HMR_3222,0,1,1,1,1,0,1,1,1,0
HMR_3223,0,1,1,1,0,0,1,0,0,0
HMR_3224,0,1,1,1,0,0,1,0,0,0
HMR_3225,0,1,1,1,0,0,1,0,0,0
HMR_3226,1,1,1,1,1,1,1,1,1,1
HMR_3227,0,1,1,1,0,0,1,1,1,0
HMR_3228,0,1,1,1,0,0,1,1,1,0
HMR_3229,0,1,1,1,0,0,1,1,1,0
HMR_3230,1,1,1,1,1,1,1,1,1,1
HMR_3231,0,0,0,1,0,0,0,0,0,0
HMR_3232,0,0,0,1,0,0,0,0,0,0
HMR_3233,0,0,0,1,0,0,0,0,0,0
HMR_3234,1,1,1,1,1,1,1,1,1,1
HMR_3235,1,1,1,1,1,1,1,1,1,1
HMR_3236,1,1,1,1,1,1,1,1,1,1
HMR_3237,1,1,1,1,1,1,1,1,1,1
HMR_3239,1,1,1,1,1,1,1,1,1,1
HMR_3240,1,1,1,1,1,1,1,1,1,1
HMR_3241,1,1,1,1,1,1,1,1,1,1
HMR_3242,1,1,1,1,1,1,1,1,1,1
HMR_3243,1,1,1,1,1,1,1,1,1,1
HMR_3244,1,1,1,1,1,1,1,1,1,1
HMR_3245,1,1,1,1,1,1,1,1,1,1
HMR_3246,1,1,1,1,1,1,1,1,1,1
HMR_3247,1,1,1,1,1,1,1,1,1,1
HMR_3250,1,1,1,1,1,1,1,1,1,1
HMR_3252,0,0,0,1,0,0,0,0,0,0
HMR_3254,0,0,0,1,0,0,0,0,0,0
HMR_3256,0,0,0,1,0,0,0,0,0,0
HMR_3258,1,1,1,1,1,1,1,1,1,1
HMR_3260,1,1,1,1,1,1,1,1,1,1
HMR_3262,1,1,1,1,1,1,1,1,1,1
HMR_3264,1,1,1,1,1,1,1,1,1,1
HMR_3272,1,1,1,1,1,1,1,1,1,1
HMR_3275,1,1,1,1,1,1,1,1,1,1
HMR_3277,0,1,1,1,1,1,1,1,1,0
HMR_3278,0,1,1,1,1,1,1,1,1,0
HMR_3279,0,1,1,1,1,1,1,1,1,0
HMR_3280,0,1,1,1,1,1,1,1,1,0
HMR_3281,1,1,1,1,1,1,1,1,1,0
HMR_3282,1,1,1,1,1,1,1,1,1,0
HMR_3283,1,1,1,1,1,1,1,1,1,0
HMR_3284,1,1,1,1,1,1,1,1,1,0
HMR_3285,0,1,1,1,0,0,1,1,1,0
HMR_3286,0,1,1,1,0,0,1,1,1,0
HMR_3287,0,1,1,1,0,0,1,1,1,0
HMR_3288,0,1,1,1,0,0,1,1,1,0
HMR_3290,0,1,0,1,0,1,1,0,0,0
HMR_3292,0,1,0,1,0,1,1,0,0,0
HMR_3293,0,1,0,1,0,1,1,0,0,0
HMR_3294,1,1,1,1,1,1,1,1,1,1
HMR_3296,1,0,1,1,1,1,0,1,1,1
HMR_3298,1,1,1,1,1,1,1,1,1,0
HMR_3301,1,0,0,0,0,1,0,0,0,0
HMR_3306,1,0,0,0,0,1,0,0,0,0
HMR_3311,1,0,0,0,0,1,0,0,0,0
HMR_3326,1,1,1,1,1,1,1,1,1,1
HMR_3327,1,1,1,1,1,1,1,1,1,1
HMR_3328,1,1,1,1,1,1,1,1,1,1
HMR_3329,1,1,1,1,1,1,1,1,1,1
HMR_3330,1,0,0,0,0,1,0,0,0,0
HMR_3342,1,0,0,0,0,1,0,0,0,0
HMR_3356,1,0,0,0,0,1,0,0,0,0
HMR_3364,1,0,0,0,0,1,0,0,0,0
HMR_3369,1,0,0,0,0,1,0,0,0,0
HMR_3396,1,1,1,1,1,1,1,1,1,1
HMR_3397,1,1,1,1,1,1,1,1,1,1
HMR_3398,1,1,1,1,1,1,1,1,1,1
HMR_3406,1,1,1,1,1,1,0,1,1,1
HMR_3407,1,1,1,1,1,1,0,1,1,0
HMR_3408,0,0,1,1,0,0,0,1,1,0
HMR_3409,1,1,1,1,1,1,1,1,1,0
HMR_3411,0,0,1,1,0,0,0,1,1,0
HMR_3413,0,0,1,1,1,0,0,1,1,0
HMR_3414,1,1,1,1,1,1,1,1,1,1
HMR_3416,1,1,1,1,1,1,1,1,1,1
HMR_3421,1,1,1,1,0,1,1,1,1,0
HMR_3422,1,1,1,1,1,1,1,1,1,1
HMR_3423,0,0,1,1,1,0,0,1,1,0
HMR_3424,1,1,1,1,1,1,1,1,1,1
HMR_3425,1,1,1,1,1,1,1,1,1,1
HMR_3426,1,1,1,1,1,1,1,1,1,0
HMR_3427,1,1,1,1,0,1,1,1,1,0
HMR_3428,1,1,1,1,1,1,1,1,1,1
HMR_3429,0,0,1,1,0,0,0,1,1,0
HMR_3430,1,1,1,1,1,1,1,1,1,1
HMR_3431,0,0,1,1,1,0,0,1,1,0
HMR_3432,1,1,1,1,1,1,1,1,1,1
HMR_3433,0,0,1,1,1,0,0,1,1,0
HMR_3452,1,1,1,1,1,1,1,1,1,1
HMR_3453,1,1,1,1,1,1,1,1,1,0
HMR_3454,1,1,1,1,1,1,1,1,1,0
HMR_3455,1,1,1,1,1,1,1,1,1,0
HMR_3456,1,1,1,1,1,1,1,1,1,0
HMR_3457,1,1,1,1,1,1,1,1,1,1
HMR_3458,1,1,1,1,1,1,1,1,1,0
HMR_3473,0,1,0,1,0,0,1,0,0,1
HMR_3475,0,0,0,1,0,0,0,0,1,0
HMR_3480,0,0,1,0,0,0,0,1,0,0
HMR_3481,1,1,1,1,1,1,1,1,1,1
HMR_3482,0,0,1,0,0,0,0,1,0,0
HMR_3484,0,0,0,0,0,0,0,1,0,0
HMR_3488,0,0,1,0,0,0,0,1,0,1
HMR_3489,1,1,1,1,1,1,1,1,1,1
HMR_3493,0,0,1,0,0,0,0,1,0,0
HMR_3527,0,1,0,0,0,0,0,0,0,0
HMR_3528,0,1,0,0,0,0,0,0,0,0
HMR_3529,0,1,0,0,0,0,0,0,0,0
HMR_3530,0,1,0,0,0,0,0,0,0,0
HMR_3531,0,1,0,0,0,0,0,0,0,0
HMR_3532,0,1,0,0,0,0,0,0,0,0
HMR_3533,0,1,0,0,0,0,0,0,0,0
HMR_3534,0,1,0,0,0,0,0,0,0,0
HMR_3540,1,1,1,1,0,1,1,1,1,1
HMR_3545,1,1,1,1,0,1,1,1,1,1
HMR_3547,1,1,1,1,0,1,1,1,1,1
HMR_3551,1,1,1,1,0,1,1,1,1,1
HMR_3552,1,1,1,1,0,1,1,1,1,1
HMR_3554,1,1,1,1,0,1,1,1,1,1
HMR_3574,1,1,1,1,0,1,1,1,1,1
HMR_3575,1,1,1,1,0,1,1,1,1,1
HMR_3576,1,1,1,1,0,1,1,1,1,1
HMR_3577,1,1,1,1,0,1,1,1,1,1
HMR_3578,1,1,1,1,0,1,1,1,1,1
HMR_3581,1,1,1,1,0,1,1,1,1,1
HMR_3586,1,1,1,1,0,1,1,1,1,1
HMR_3587,1,1,1,1,0,1,1,1,1,1
HMR_3588,1,1,1,1,0,1,1,1,1,1
HMR_3589,1,1,1,1,0,1,1,1,1,1
HMR_3590,1,1,1,1,0,1,1,1,1,1
HMR_3593,1,1,1,1,0,1,1,1,1,1
HMR_3597,1,1,1,1,1,1,1,1,1,1
HMR_3625,0,1,1,1,0,0,0,1,1,1
HMR_3626,0,1,1,1,0,0,0,1,1,1
HMR_3627,0,0,0,1,0,0,0,0,1,1
HMR_3628,0,1,1,1,0,0,0,1,1,1
HMR_3629,0,1,1,1,0,0,0,1,1,1
HMR_3630,0,1,1,1,0,0,0,1,1,1
HMR_3631,0,1,1,1,0,0,0,1,1,1
HMR_3632,0,0,0,1,0,0,0,0,1,1
HMR_3633,0,1,1,1,0,0,0,1,1,1
HMR_3634,0,0,0,1,0,0,0,0,1,1
HMR_3635,0,1,1,1,0,0,0,1,1,1
HMR_3636,0,1,1,1,0,0,0,1,1,1
HMR_3637,0,1,1,1,0,0,0,1,1,1
HMR_3638,0,0,0,1,0,0,0,0,1,1
HMR_3639,0,1,1,1,0,0,0,1,1,1
HMR_3640,0,0,0,1,0,0,0,0,1,1
HMR_3641,0,0,0,1,0,0,0,0,1,1
HMR_3642,0,1,1,1,0,0,0,1,1,1
HMR_3644,0,1,1,1,0,0,0,1,1,1
HMR_3645,0,1,1,1,0,0,0,1,1,1
HMR_3646,0,1,1,1,0,0,0,1,1,1
HMR_3647,0,1,1,1,0,0,0,1,1,1
HMR_3648,0,1,1,1,0,0,0,1,1,1
HMR_3649,0,1,1,1,0,0,0,1,1,1
